Time,StartedAt,Station,LotNumber,FileName,OperatorName,Result,PeakLoadKgf,LowerSpecKgf,UpperSpecKgf,SampleCount,DataFileName,Message,DataRowNumber
2026-09-03 10:01:00.000,2026-09-03 10:00:00.000,#1,SAMPLE_20260903_S1,SAMPLE_SOFC_1,SAMPLE,GOOD,0.552000,0.400000,0.400000,60,20260903101400_SAMPLE_20260903_S1_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",1
2026-09-03 10:02:00.000,2026-09-03 10:01:00.000,#1,SAMPLE_20260903_S1,SAMPLE_SOFC_1,SAMPLE,GOOD,0.568000,0.400000,0.400000,60,20260903101400_SAMPLE_20260903_S1_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",2
2026-09-03 10:03:00.000,2026-09-03 10:02:00.000,#1,SAMPLE_20260903_S1,SAMPLE_SOFC_1,SAMPLE,GOOD,0.534000,0.400000,0.400000,60,20260903101400_SAMPLE_20260903_S1_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",3
2026-09-03 10:04:00.000,2026-09-03 10:03:00.000,#1,SAMPLE_20260903_S1,SAMPLE_SOFC_1,SAMPLE,GOOD,0.503000,0.400000,0.400000,60,20260903101400_SAMPLE_20260903_S1_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",4
2026-09-03 10:05:00.000,2026-09-03 10:04:00.000,#1,SAMPLE_20260903_S1,SAMPLE_SOFC_1,SAMPLE,GOOD,0.445000,0.400000,0.400000,60,20260903101400_SAMPLE_20260903_S1_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",5
2026-09-03 10:06:00.000,2026-09-03 10:05:00.000,#1,SAMPLE_20260903_S1,SAMPLE_SOFC_1,SAMPLE,GOOD,0.522000,0.400000,0.400000,60,20260903101400_SAMPLE_20260903_S1_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",6
2026-09-03 10:07:00.000,2026-09-03 10:06:00.000,#1,SAMPLE_20260903_S1,SAMPLE_SOFC_1,SAMPLE,GOOD,0.514000,0.400000,0.400000,60,20260903101400_SAMPLE_20260903_S1_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",7
2026-09-03 10:08:00.000,2026-09-03 10:07:00.000,#1,SAMPLE_20260903_S1,SAMPLE_SOFC_1,SAMPLE,GOOD,0.576000,0.400000,0.400000,60,20260903101400_SAMPLE_20260903_S1_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",8
2026-09-03 10:09:00.000,2026-09-03 10:08:00.000,#1,SAMPLE_20260903_S1,SAMPLE_SOFC_1,SAMPLE,GOOD,0.497000,0.400000,0.400000,60,20260903101400_SAMPLE_20260903_S1_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",9
2026-09-03 10:10:00.000,2026-09-03 10:09:00.000,#1,SAMPLE_20260903_S1,SAMPLE_SOFC_1,SAMPLE,GOOD,0.460000,0.400000,0.400000,60,20260903101400_SAMPLE_20260903_S1_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",10
2026-09-03 10:11:00.000,2026-09-03 10:10:00.000,#1,SAMPLE_20260903_S1,SAMPLE_SOFC_1,SAMPLE,GOOD,0.507000,0.400000,0.400000,60,20260903101400_SAMPLE_20260903_S1_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",11
2026-09-03 10:12:00.000,2026-09-03 10:11:00.000,#1,SAMPLE_20260903_S1,SAMPLE_SOFC_1,SAMPLE,GOOD,0.495000,0.400000,0.400000,60,20260903101400_SAMPLE_20260903_S1_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",12
2026-09-03 11:01:00.000,2026-09-03 11:00:00.000,#2,SAMPLE_20260903_S2,SAMPLE_SOFC_2,SAMPLE,NG,0.304000,0.400000,0.400000,60,20260903111400_SAMPLE_20260903_S2_NG.csv,"SAMPLE: random demonstration data, not production measurements.",1
2026-09-03 11:02:00.000,2026-09-03 11:01:00.000,#2,SAMPLE_20260903_S2,SAMPLE_SOFC_2,SAMPLE,GOOD,0.557000,0.400000,0.400000,60,20260903111400_SAMPLE_20260903_S2_NG.csv,"SAMPLE: random demonstration data, not production measurements.",2
2026-09-03 11:03:00.000,2026-09-03 11:02:00.000,#2,SAMPLE_20260903_S2,SAMPLE_SOFC_2,SAMPLE,GOOD,0.424000,0.400000,0.400000,60,20260903111400_SAMPLE_20260903_S2_NG.csv,"SAMPLE: random demonstration data, not production measurements.",3
2026-09-03 11:04:00.000,2026-09-03 11:03:00.000,#2,SAMPLE_20260903_S2,SAMPLE_SOFC_2,SAMPLE,GOOD,0.464000,0.400000,0.400000,60,20260903111400_SAMPLE_20260903_S2_NG.csv,"SAMPLE: random demonstration data, not production measurements.",4
2026-09-03 11:05:00.000,2026-09-03 11:04:00.000,#2,SAMPLE_20260903_S2,SAMPLE_SOFC_2,SAMPLE,NG,0.356000,0.400000,0.400000,60,20260903111400_SAMPLE_20260903_S2_NG.csv,"SAMPLE: random demonstration data, not production measurements.",5
2026-09-03 11:06:00.000,2026-09-03 11:05:00.000,#2,SAMPLE_20260903_S2,SAMPLE_SOFC_2,SAMPLE,GOOD,0.425000,0.400000,0.400000,60,20260903111400_SAMPLE_20260903_S2_NG.csv,"SAMPLE: random demonstration data, not production measurements.",6
