Time,StartedAt,Station,LotNumber,FileName,OperatorName,Result,PeakLoadKgf,LowerSpecKgf,UpperSpecKgf,SampleCount,DataFileName,Message,DataRowNumber
2026-09-06 10:01:00.000,2026-09-06 10:00:00.000,#1,SAMPLE_20260906_S1,SAMPLE_SOFC_1,SAMPLE,GOOD,0.497000,0.400000,0.400000,60,20260906101400_SAMPLE_20260906_S1_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",1
2026-09-06 10:02:00.000,2026-09-06 10:01:00.000,#1,SAMPLE_20260906_S1,SAMPLE_SOFC_1,SAMPLE,GOOD,0.538000,0.400000,0.400000,60,20260906101400_SAMPLE_20260906_S1_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",2
2026-09-06 10:03:00.000,2026-09-06 10:02:00.000,#1,SAMPLE_20260906_S1,SAMPLE_SOFC_1,SAMPLE,GOOD,0.578000,0.400000,0.400000,60,20260906101400_SAMPLE_20260906_S1_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",3
2026-09-06 10:04:00.000,2026-09-06 10:03:00.000,#1,SAMPLE_20260906_S1,SAMPLE_SOFC_1,SAMPLE,GOOD,0.473000,0.400000,0.400000,60,20260906101400_SAMPLE_20260906_S1_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",4
2026-09-06 10:05:00.000,2026-09-06 10:04:00.000,#1,SAMPLE_20260906_S1,SAMPLE_SOFC_1,SAMPLE,GOOD,0.510000,0.400000,0.400000,60,20260906101400_SAMPLE_20260906_S1_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",5
2026-09-06 10:06:00.000,2026-09-06 10:05:00.000,#1,SAMPLE_20260906_S1,SAMPLE_SOFC_1,SAMPLE,GOOD,0.494000,0.400000,0.400000,60,20260906101400_SAMPLE_20260906_S1_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",6
2026-09-06 10:07:00.000,2026-09-06 10:06:00.000,#1,SAMPLE_20260906_S1,SAMPLE_SOFC_1,SAMPLE,GOOD,0.505000,0.400000,0.400000,60,20260906101400_SAMPLE_20260906_S1_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",7
2026-09-06 10:08:00.000,2026-09-06 10:07:00.000,#1,SAMPLE_20260906_S1,SAMPLE_SOFC_1,SAMPLE,GOOD,0.586000,0.400000,0.400000,60,20260906101400_SAMPLE_20260906_S1_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",8
2026-09-06 10:09:00.000,2026-09-06 10:08:00.000,#1,SAMPLE_20260906_S1,SAMPLE_SOFC_1,SAMPLE,GOOD,0.557000,0.400000,0.400000,60,20260906101400_SAMPLE_20260906_S1_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",9
2026-09-06 10:10:00.000,2026-09-06 10:09:00.000,#1,SAMPLE_20260906_S1,SAMPLE_SOFC_1,SAMPLE,GOOD,0.576000,0.400000,0.400000,60,20260906101400_SAMPLE_20260906_S1_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",10
2026-09-06 10:11:00.000,2026-09-06 10:10:00.000,#1,SAMPLE_20260906_S1,SAMPLE_SOFC_1,SAMPLE,GOOD,0.552000,0.400000,0.400000,60,20260906101400_SAMPLE_20260906_S1_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",11
2026-09-06 10:12:00.000,2026-09-06 10:11:00.000,#1,SAMPLE_20260906_S1,SAMPLE_SOFC_1,SAMPLE,GOOD,0.511000,0.400000,0.400000,60,20260906101400_SAMPLE_20260906_S1_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",12
2026-09-06 11:01:00.000,2026-09-06 11:00:00.000,#2,SAMPLE_20260906_S2,SAMPLE_SOFC_2,SAMPLE,NG,0.389000,0.400000,0.400000,60,20260906111400_SAMPLE_20260906_S2_NG.csv,"SAMPLE: random demonstration data, not production measurements.",1
2026-09-06 11:02:00.000,2026-09-06 11:01:00.000,#2,SAMPLE_20260906_S2,SAMPLE_SOFC_2,SAMPLE,GOOD,0.571000,0.400000,0.400000,60,20260906111400_SAMPLE_20260906_S2_NG.csv,"SAMPLE: random demonstration data, not production measurements.",2
