Time,StartedAt,Station,LotNumber,FileName,OperatorName,Result,PeakLoadKgf,LowerSpecKgf,UpperSpecKgf,SampleCount,DataFileName,Message,DataRowNumber
2026-09-11 11:01:24.974,2026-09-11 11:00:53.729,#1,260827-A01,SOFC_A12,홍길동,GOOD,0.495000,0.410000,0.410000,62,20260911_110714_260827-A01_SOFC_A12.csv,"검사 완료: PEAK 0.495 kgf / SPEC 0.410 / GOOD (검사 1, GOOD 1, NG 0, Yield 100.00%)",1
2026-09-11 11:04:04.372,2026-09-11 11:03:29.095,#1,260827-A01,SOFC_A12,홍길동,NG,0.405000,0.410000,0.410000,70,20260911_110714_260827-A01_SOFC_A12.csv,"검사 완료: PEAK 0.405 kgf / SPEC 0.410 / NG (검사 2, GOOD 1, NG 1, Yield 50.00%)",2
2026-09-11 11:00:09.519,2026-09-11 10:59:31.803,#2,260827-B03,SOFC_B07,김영희,GOOD,0.505000,0.400000,0.400000,75,20260911_110718_260827-B03_SOFC_B07.csv,"검사 완료: PEAK 0.505 kgf / SPEC 0.400 / GOOD (검사 1, GOOD 1, NG 0, Yield 100.00%)",1
2026-09-11 11:01:14.434,2026-09-11 11:00:53.729,#2,260827-B03,SOFC_B07,김영희,GOOD,0.410000,0.400000,0.400000,41,20260911_110718_260827-B03_SOFC_B07.csv,"검사 완료: PEAK 0.410 kgf / SPEC 0.400 / GOOD (검사 2, GOOD 2, NG 0, Yield 100.00%)",2
2026-09-11 11:03:49.258,2026-09-11 11:03:29.093,#2,260827-B03,SOFC_B07,김영희,GOOD,0.405000,0.400000,0.400000,40,20260911_110718_260827-B03_SOFC_B07.csv,"검사 완료: PEAK 0.405 kgf / SPEC 0.400 / GOOD (검사 3, GOOD 3, NG 0, Yield 100.00%)",3
2026-09-11 11:12:03.518,2026-09-11 11:11:43.435,#2,260827-B03,SOFC_B07,김영희,NG,0.405000,0.410000,0.410000,40,20260911_111315_260827-B03_SOFC_B07.csv,"검사 완료: PEAK 0.405 kgf / SPEC 0.410 / NG (검사 1, GOOD 0, NG 1, Yield 0.00%)",1
2026-09-11 11:22:47.299,2026-09-11 11:22:08.923,#1,260827-A01,SOFC_A12,홍길동,NG,0.405000,0.410000,0.410000,78,20260911_112318_260827-A01_SOFC_A12.csv,"검사 완료: PEAK 0.405 kgf / SPEC 0.410 / NG (검사 1, GOOD 0, NG 1, Yield 0.00%)",1
2026-09-11 11:21:14.043,2026-09-11 11:20:50.920,#2,260827-B03,SOFC_B07,김영희,GOOD,0.410000,0.410000,0.410000,48,20260911_112320_260827-B03_SOFC_B07.csv,"검사 완료: PEAK 0.410 kgf / SPEC 0.410 / GOOD (검사 1, GOOD 1, NG 0, Yield 100.00%)",1
2026-09-11 11:21:47.786,2026-09-11 11:21:24.636,#2,260827-B03,SOFC_B07,김영희,GOOD,0.410000,0.410000,0.410000,47,20260911_112320_260827-B03_SOFC_B07.csv,"검사 완료: PEAK 0.410 kgf / SPEC 0.410 / GOOD (검사 2, GOOD 2, NG 0, Yield 100.00%)",2
2026-09-11 11:22:32.098,2026-09-11 11:22:08.930,#2,260827-B03,SOFC_B07,김영희,GOOD,0.410000,0.410000,0.410000,47,20260911_112320_260827-B03_SOFC_B07.csv,"검사 완료: PEAK 0.410 kgf / SPEC 0.410 / GOOD (검사 3, GOOD 3, NG 0, Yield 100.00%)",3
