Time,StartedAt,Station,LotNumber,FileName,OperatorName,Result,PeakLoadKgf,LowerSpecKgf,UpperSpecKgf,SampleCount,DataFileName,Message,DataRowNumber
2026-09-06 10:01:00.000,2026-09-06 10:00:00.000,#1,LOT0601,SAMPLE_SOFC_1,SAMPLE,GOOD,0.415000,0.400000,0.400000,60,20260906101400_LOT0601_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",1
2026-09-06 10:02:00.000,2026-09-06 10:01:00.000,#1,LOT0601,SAMPLE_SOFC_1,SAMPLE,GOOD,0.540000,0.400000,0.400000,60,20260906101400_LOT0601_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",2
2026-09-06 10:03:00.000,2026-09-06 10:02:00.000,#1,LOT0601,SAMPLE_SOFC_1,SAMPLE,GOOD,0.512000,0.400000,0.400000,60,20260906101400_LOT0601_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",3
2026-09-06 10:04:00.000,2026-09-06 10:03:00.000,#1,LOT0601,SAMPLE_SOFC_1,SAMPLE,GOOD,0.553000,0.400000,0.400000,60,20260906101400_LOT0601_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",4
2026-09-06 10:05:00.000,2026-09-06 10:04:00.000,#1,LOT0601,SAMPLE_SOFC_1,SAMPLE,GOOD,0.470000,0.400000,0.400000,60,20260906101400_LOT0601_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",5
2026-09-06 10:06:00.000,2026-09-06 10:05:00.000,#1,LOT0601,SAMPLE_SOFC_1,SAMPLE,GOOD,0.410000,0.400000,0.400000,60,20260906101400_LOT0601_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",6
2026-09-06 10:07:00.000,2026-09-06 10:06:00.000,#1,LOT0601,SAMPLE_SOFC_1,SAMPLE,GOOD,0.599000,0.400000,0.400000,60,20260906101400_LOT0601_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",7
2026-09-06 10:08:00.000,2026-09-06 10:07:00.000,#1,LOT0601,SAMPLE_SOFC_1,SAMPLE,GOOD,0.473000,0.400000,0.400000,60,20260906101400_LOT0601_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",8
2026-09-06 10:09:00.000,2026-09-06 10:08:00.000,#1,LOT0601,SAMPLE_SOFC_1,SAMPLE,GOOD,0.483000,0.400000,0.400000,60,20260906101400_LOT0601_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",9
2026-09-06 10:10:00.000,2026-09-06 10:09:00.000,#1,LOT0601,SAMPLE_SOFC_1,SAMPLE,GOOD,0.457000,0.400000,0.400000,60,20260906101400_LOT0601_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",10
