Time,StartedAt,Station,LotNumber,FileName,OperatorName,Result,PeakLoadKgf,LowerSpecKgf,UpperSpecKgf,SampleCount,DataFileName,Message,DataRowNumber
2026-09-03 10:01:00.000,2026-09-03 10:00:00.000,#1,LOT0301,SAMPLE_SOFC_1,SAMPLE,GOOD,0.552000,0.400000,0.400000,60,20260903101400_LOT0301_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",1
2026-09-03 10:02:00.000,2026-09-03 10:01:00.000,#1,LOT0301,SAMPLE_SOFC_1,SAMPLE,GOOD,0.554000,0.400000,0.400000,60,20260903101400_LOT0301_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",2
2026-09-03 10:03:00.000,2026-09-03 10:02:00.000,#1,LOT0301,SAMPLE_SOFC_1,SAMPLE,GOOD,0.441000,0.400000,0.400000,60,20260903101400_LOT0301_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",3
2026-09-03 10:04:00.000,2026-09-03 10:03:00.000,#1,LOT0301,SAMPLE_SOFC_1,SAMPLE,GOOD,0.411000,0.400000,0.400000,60,20260903101400_LOT0301_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",4
2026-09-03 10:05:00.000,2026-09-03 10:04:00.000,#1,LOT0301,SAMPLE_SOFC_1,SAMPLE,GOOD,0.551000,0.400000,0.400000,60,20260903101400_LOT0301_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",5
2026-09-03 10:06:00.000,2026-09-03 10:05:00.000,#1,LOT0301,SAMPLE_SOFC_1,SAMPLE,GOOD,0.420000,0.400000,0.400000,60,20260903101400_LOT0301_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",6
2026-09-03 10:07:00.000,2026-09-03 10:06:00.000,#1,LOT0301,SAMPLE_SOFC_1,SAMPLE,GOOD,0.527000,0.400000,0.400000,60,20260903101400_LOT0301_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",7
2026-09-03 10:08:00.000,2026-09-03 10:07:00.000,#1,LOT0301,SAMPLE_SOFC_1,SAMPLE,GOOD,0.499000,0.400000,0.400000,60,20260903101400_LOT0301_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",8
2026-09-03 10:09:00.000,2026-09-03 10:08:00.000,#1,LOT0301,SAMPLE_SOFC_1,SAMPLE,GOOD,0.492000,0.400000,0.400000,60,20260903101400_LOT0301_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",9
2026-09-03 10:10:00.000,2026-09-03 10:09:00.000,#1,LOT0301,SAMPLE_SOFC_1,SAMPLE,GOOD,0.437000,0.400000,0.400000,60,20260903101400_LOT0301_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",10
