Time,StartedAt,Station,LotNumber,FileName,OperatorName,Result,PeakLoadKgf,LowerSpecKgf,UpperSpecKgf,SampleCount,DataFileName,Message,DataRowNumber
2026-09-05 10:01:00.000,2026-09-05 10:00:00.000,#1,LOT0501,SAMPLE_SOFC_1,SAMPLE,GOOD,0.574000,0.400000,0.400000,60,20260905101400_LOT0501_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",1
2026-09-05 10:02:00.000,2026-09-05 10:01:00.000,#1,LOT0501,SAMPLE_SOFC_1,SAMPLE,GOOD,0.599000,0.400000,0.400000,60,20260905101400_LOT0501_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",2
2026-09-05 10:03:00.000,2026-09-05 10:02:00.000,#1,LOT0501,SAMPLE_SOFC_1,SAMPLE,GOOD,0.494000,0.400000,0.400000,60,20260905101400_LOT0501_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",3
2026-09-05 10:04:00.000,2026-09-05 10:03:00.000,#1,LOT0501,SAMPLE_SOFC_1,SAMPLE,GOOD,0.433000,0.400000,0.400000,60,20260905101400_LOT0501_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",4
2026-09-05 10:05:00.000,2026-09-05 10:04:00.000,#1,LOT0501,SAMPLE_SOFC_1,SAMPLE,GOOD,0.559000,0.400000,0.400000,60,20260905101400_LOT0501_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",5
2026-09-05 10:06:00.000,2026-09-05 10:05:00.000,#1,LOT0501,SAMPLE_SOFC_1,SAMPLE,GOOD,0.560000,0.400000,0.400000,60,20260905101400_LOT0501_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",6
2026-09-05 10:07:00.000,2026-09-05 10:06:00.000,#1,LOT0501,SAMPLE_SOFC_1,SAMPLE,GOOD,0.482000,0.400000,0.400000,60,20260905101400_LOT0501_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",7
2026-09-05 10:08:00.000,2026-09-05 10:07:00.000,#1,LOT0501,SAMPLE_SOFC_1,SAMPLE,GOOD,0.582000,0.400000,0.400000,60,20260905101400_LOT0501_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",8
2026-09-05 10:09:00.000,2026-09-05 10:08:00.000,#1,LOT0501,SAMPLE_SOFC_1,SAMPLE,GOOD,0.568000,0.400000,0.400000,60,20260905101400_LOT0501_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",9
2026-09-05 10:10:00.000,2026-09-05 10:09:00.000,#1,LOT0501,SAMPLE_SOFC_1,SAMPLE,GOOD,0.537000,0.400000,0.400000,60,20260905101400_LOT0501_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",10
2026-09-05 10:11:00.000,2026-09-05 10:10:00.000,#1,LOT0501,SAMPLE_SOFC_1,SAMPLE,GOOD,0.468000,0.400000,0.400000,60,20260905101400_LOT0501_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",11
2026-09-05 10:12:00.000,2026-09-05 10:11:00.000,#1,LOT0501,SAMPLE_SOFC_1,SAMPLE,GOOD,0.526000,0.400000,0.400000,60,20260905101400_LOT0501_GOOD.csv,"SAMPLE: random demonstration data, not production measurements.",12
2026-09-05 11:01:00.000,2026-09-05 11:00:00.000,#2,LOT0501,SAMPLE_SOFC_2,SAMPLE,NG,0.365000,0.400000,0.400000,60,20260905111400_LOT0501_NG.csv,"SAMPLE: random demonstration data, not production measurements.",1
2026-09-05 11:02:00.000,2026-09-05 11:01:00.000,#2,LOT0501,SAMPLE_SOFC_2,SAMPLE,GOOD,0.492000,0.400000,0.400000,60,20260905111400_LOT0501_NG.csv,"SAMPLE: random demonstration data, not production measurements.",2
2026-09-05 11:03:00.000,2026-09-05 11:02:00.000,#2,LOT0501,SAMPLE_SOFC_2,SAMPLE,GOOD,0.582000,0.400000,0.400000,60,20260905111400_LOT0501_NG.csv,"SAMPLE: random demonstration data, not production measurements.",3
2026-09-05 11:04:00.000,2026-09-05 11:03:00.000,#2,LOT0501,SAMPLE_SOFC_2,SAMPLE,GOOD,0.485000,0.400000,0.400000,60,20260905111400_LOT0501_NG.csv,"SAMPLE: random demonstration data, not production measurements.",4
2026-09-05 11:05:00.000,2026-09-05 11:04:00.000,#2,LOT0501,SAMPLE_SOFC_2,SAMPLE,NG,0.363000,0.400000,0.400000,60,20260905111400_LOT0501_NG.csv,"SAMPLE: random demonstration data, not production measurements.",5
2026-09-05 11:06:00.000,2026-09-05 11:05:00.000,#2,LOT0501,SAMPLE_SOFC_2,SAMPLE,GOOD,0.567000,0.400000,0.400000,60,20260905111400_LOT0501_NG.csv,"SAMPLE: random demonstration data, not production measurements.",6
2026-09-05 11:07:00.000,2026-09-05 11:06:00.000,#2,LOT0501,SAMPLE_SOFC_2,SAMPLE,GOOD,0.552000,0.400000,0.400000,60,20260905111400_LOT0501_NG.csv,"SAMPLE: random demonstration data, not production measurements.",7
2026-09-05 11:08:00.000,2026-09-05 11:07:00.000,#2,LOT0501,SAMPLE_SOFC_2,SAMPLE,GOOD,0.478000,0.400000,0.400000,60,20260905111400_LOT0501_NG.csv,"SAMPLE: random demonstration data, not production measurements.",8
2026-09-05 11:09:00.000,2026-09-05 11:08:00.000,#2,LOT0501,SAMPLE_SOFC_2,SAMPLE,NG,0.302000,0.400000,0.400000,60,20260905111400_LOT0501_NG.csv,"SAMPLE: random demonstration data, not production measurements.",9
2026-09-05 11:10:00.000,2026-09-05 11:09:00.000,#2,LOT0501,SAMPLE_SOFC_2,SAMPLE,GOOD,0.473000,0.400000,0.400000,60,20260905111400_LOT0501_NG.csv,"SAMPLE: random demonstration data, not production measurements.",10
2026-09-05 11:11:00.000,2026-09-05 11:10:00.000,#2,LOT0501,SAMPLE_SOFC_2,SAMPLE,GOOD,0.570000,0.400000,0.400000,60,20260905111400_LOT0501_NG.csv,"SAMPLE: random demonstration data, not production measurements.",11
2026-09-05 11:12:00.000,2026-09-05 11:11:00.000,#2,LOT0501,SAMPLE_SOFC_2,SAMPLE,GOOD,0.431000,0.400000,0.400000,60,20260905111400_LOT0501_NG.csv,"SAMPLE: random demonstration data, not production measurements.",12
2026-09-05 09:52:57.000,2026-09-05 09:52:00.000,#1,260905-A01,SOFC_A12,SAMPLE_1,GOOD,0.590000,0.400000,0.400000,57,20260905_102000_260905-A01_SOFC_A12.csv,Generated sample data,1
2026-09-05 09:54:48.000,2026-09-05 09:54:00.000,#1,260905-A01,SOFC_A12,SAMPLE_1,GOOD,0.476000,0.400000,0.400000,48,20260905_102000_260905-A01_SOFC_A12.csv,Generated sample data,2
2026-09-05 09:56:57.000,2026-09-05 09:56:00.000,#1,260905-A01,SOFC_A12,SAMPLE_1,GOOD,0.491000,0.400000,0.400000,57,20260905_102000_260905-A01_SOFC_A12.csv,Generated sample data,3
2026-09-05 09:59:09.000,2026-09-05 09:58:00.000,#1,260905-A01,SOFC_A12,SAMPLE_1,GOOD,0.523000,0.400000,0.400000,69,20260905_102000_260905-A01_SOFC_A12.csv,Generated sample data,4
2026-09-05 10:00:56.000,2026-09-05 10:00:00.000,#1,260905-A01,SOFC_A12,SAMPLE_1,NG,0.364000,0.400000,0.400000,56,20260905_102000_260905-A01_SOFC_A12.csv,Generated sample data,5
2026-09-05 10:03:00.000,2026-09-05 10:02:00.000,#1,260905-A01,SOFC_A12,SAMPLE_1,GOOD,0.529000,0.400000,0.400000,60,20260905_102000_260905-A01_SOFC_A12.csv,Generated sample data,6
2026-09-05 10:05:05.000,2026-09-05 10:04:00.000,#1,260905-A01,SOFC_A12,SAMPLE_1,GOOD,0.514000,0.400000,0.400000,65,20260905_102000_260905-A01_SOFC_A12.csv,Generated sample data,7
2026-09-05 10:06:55.000,2026-09-05 10:06:00.000,#1,260905-A01,SOFC_A12,SAMPLE_1,GOOD,0.604000,0.400000,0.400000,55,20260905_102000_260905-A01_SOFC_A12.csv,Generated sample data,8
2026-09-05 10:09:10.000,2026-09-05 10:08:00.000,#1,260905-A01,SOFC_A12,SAMPLE_1,GOOD,0.594000,0.400000,0.400000,70,20260905_102000_260905-A01_SOFC_A12.csv,Generated sample data,9
2026-09-05 10:10:55.000,2026-09-05 10:10:00.000,#1,260905-A01,SOFC_A12,SAMPLE_1,NG,0.380000,0.400000,0.400000,55,20260905_102000_260905-A01_SOFC_A12.csv,Generated sample data,10
2026-09-05 10:13:10.000,2026-09-05 10:12:00.000,#1,260905-A01,SOFC_A12,SAMPLE_1,GOOD,0.543000,0.400000,0.400000,70,20260905_102000_260905-A01_SOFC_A12.csv,Generated sample data,11
2026-09-05 10:15:09.000,2026-09-05 10:14:00.000,#1,260905-A01,SOFC_A12,SAMPLE_1,GOOD,0.440000,0.400000,0.400000,69,20260905_102000_260905-A01_SOFC_A12.csv,Generated sample data,12
2026-09-05 14:03:01.000,2026-09-05 14:02:00.000,#2,260905-B01,SOFC_B07,SAMPLE_2,GOOD,0.471000,0.400000,0.400000,61,20260905_143000_260905-B01_SOFC_B07.csv,Generated sample data,1
2026-09-05 14:04:57.000,2026-09-05 14:04:00.000,#2,260905-B01,SOFC_B07,SAMPLE_2,GOOD,0.492000,0.400000,0.400000,57,20260905_143000_260905-B01_SOFC_B07.csv,Generated sample data,2
